Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km]
FORD,"New S-Max, Model Year Post 2011¼",2.0 Duratorq (163PS) (+DPF),A6,1997,Diesel,7.4,5.2,6,38.2,54.3,47.1,159,1609.92101910828,5,68,195,,139,160,0
FORD,"New S-Max, Model Year Post 2011¾",2.0 Duratec (145PS) FFV,M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,191,2109.13255813953,5,72,703,59,55,,
FORD,"New S-Max, Model Year Post 2011¾",2.0 Duratec (145PS) FFV,M5,1999,Petrol / E85 (Flex Fuel),14.7,8.6,10.9,19.2,32.8,25.9,179,1621.81621621622,5,72,629,77,58,,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratec (145PS),M5,1999,Petrol,11.3,6.4,8.2,25,44.1,34.4,189,2109.13255813953,5,72,503,42,29,,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratec EcoBoost (203PS),A6,1976,Petrol,11,6.4,8.1,25.7,44.1,34.9,189,2078.91575931232,5,71,458,61,31,,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq (115PS) (+DPF),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1528.77580645161,5,70,357,,165,208,1
FORD,"Galaxy, Model Year Post 2010",2.0 Duatorq (140PS) (+DPF),A6,1997,Diesel,7.4,5.2,6,38.2,54.3,47.1,159,1609.92101910828,5,68,195,,139,160,0
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq (163PS) (+DPF),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1528.77580645161,5,70,357,,165,208,1
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq (163PS) (+DPF),A6,1997,Diesel,7.4,5.2,6,38.2,54.3,47.1,159,1609.92101910828,5,68,195,,139,160,0
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duratec (145PS),M5,1999,Petrol,11.3,6.4,8.2,25,44.1,34.4,189,2109.13255813953,5,72,503,42,29,,
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duratec EcoBoost (203PS),A6,1976,Petrol,11,6.4,8.1,25.7,44.1,34.9,189,2078.91575931232,5,71,458,61,31,,
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duratorq (115PS) (+DPF),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1528.77580645161,5,70,357,,165,208,0.7
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duatorq (140PS) (+DPF),A6,1997,Diesel,7.4,5.2,6,38.2,54.3,47.1,159,1609.92101910828,5,68,195,,139,160,0
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duratorq (163PS) (+DPF),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1528.77580645161,5,70,357,,165,208,0.7
FORD,"New Galaxy, Model Year Post 2011¼",2.0 Duratorq (163PS) (+DPF),A6,1997,Diesel,7.4,5.2,6,38.2,54.3,47.1,159,1609.92101910828,5,68,195,,139,160,0
FORD,"New Galaxy, Model Year Post 2011¾",2.0 Duratec (145PS) FFV,M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,191,2109.13255813953,5,72,703,59,55,,
FORD,"New Galaxy, Model Year Post 2011¾",2.0 Duratec (145PS) FFV,M5,1999,Petrol / E85 (Flex Fuel),14.7,8.6,10.9,19.2,32.8,25.9,179,1621.81621621622,5,72,629,77,58,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Type S 3 door,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Type S 3 door,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Type S-T 3 door,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Type S-T 3 door,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC SE 5 door,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC SE 5 door,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC SE-T 5 door,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC SE-T 5 door,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Si 5 door,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Si 5 door,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Si-T 5 door,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic, Model Year 2010",1.4 i-VTEC Si-T 5 door,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC Type S GT 3 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC Type S GT-T 3 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC ES 5 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC ES-T 5 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC EX GT 5 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC SE 5 door,M6,1799,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,152,1695.19065420561,5,70,275,25,11,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC SE-T 5 door,M6,1799,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,152,1695.19065420561,5,70,275,25,11,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC Si 5 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic, Model Year 2010",1.8 i-VTEC Si-T 5 door,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic Hybrid, Model Year 2010",1.4 IMA ES Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,684.121172638437,5,68,190,55,12,,
HONDA,"Civic Hybrid, Model Year 2010",1.4 IMA ES Leather Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,684.121172638437,5,68,190,55,12,,
HONDA,"Civic Hybrid, Model Year 2010",1.4 IMA EX Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,684.121172638437,5,68,190,55,12,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES Saloon,M6,1997,Petrol,9.4,5.9,7.2,30.1,47.9,39.2,170,1850.87142857143,5,71,340,43,26,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES Saloon,A5,1997,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,178,1924.51352785146,5,71,340,44,31,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES GT Saloon,M6,1997,Petrol,9.6,6,7.3,29.4,47.1,38.7,174,1874.78449612403,5,71,320,35,36,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES GT Saloon,A5,1997,Petrol,10.4,6,7.7,27.2,47.1,36.7,182,1976.95258855586,5,71,340,41,29,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC EX Saloon,A5,1997,Petrol,10.4,6,7.7,27.2,47.1,36.7,182,1976.95258855586,5,71,340,41,29,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC EX Saloon,M6,1997,Petrol,9.6,6,7.3,29.4,47.1,38.7,174,1874.78449612403,5,71,320,35,36,,
HONDA,"Accord, Model Year 2010",2.4 i-VTEC EX Saloon,M6,2354,Petrol,11.9,7,8.8,23.7,40.4,32.1,209,2260.25420560748,5,73,210,11,8,,
HONDA,"Accord, Model Year 2010",2.4 i-VTEC EX Saloon,A5,2354,Petrol,12,6.6,8.6,23.5,42.8,32.8,202,2212.01707317073,5,72,220,27,6,,
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES Saloon,M6,2199,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1504.50952380952,5,72,137,,136,155,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES Saloon,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1719.43945578231,5,68,65,,153,166,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES GT Saloon,M6,2199,Diesel,7.3,4.8,5.7,38.7,58.9,49.6,150,1528.77580645161,5,72,128,,140,160,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES GT Saloon,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1719.43945578231,5,68,65,,153,166,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC EX Saloon,M6,2199,Diesel,7.3,4.8,5.7,38.7,58.9,49.6,150,1528.77580645161,5,72,128,,140,160,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC EX Saloon,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1719.43945578231,5,68,65,,153,166,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC Type S Saloon,M6,2199,Diesel,7.5,4.9,5.8,37.7,57.6,48.7,154,1557.02833675565,5,72,147,,134,161,1
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES Tourer,M6,1997,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,173,1874.78449612403,5,71,340,38,29,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES Tourer,A5,1997,Petrol,10.7,6,7.7,26.4,47.1,36.7,183,1976.95258855586,5,71,380,43,27,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES GT Tourer,M6,1997,Petrol,10.1,6.1,7.5,28,46.3,37.7,177,1924.51352785146,5,71,320,39,29,,
HONDA,"Accord, Model Year 2010",2.0 i-VTEC ES GT Tourer,A5,1997,Petrol,10.9,6.1,7.9,25.9,46.3,35.8,187,2026.65251396648,5,71,360,48,30,,
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES Tourer,M6,2199,Diesel,7.5,4.9,5.9,37.7,57.6,47.9,155,1583.03298538622,5,72,140,,146,166,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES Tourer,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,173,1771.66542056075,5,68,67,,156,167,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES GT Tourer,M6,2199,Diesel,7.5,5,5.9,37.7,56.5,47.9,157,1583.03298538622,5,72,132,,142,161,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC ES GT Tourer,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,174,1771.66542056075,5,68,67,,157,169,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC EX Tourer,M6,2199,Diesel,7.5,5,5.9,37.7,56.5,47.9,157,1583.03298538622,5,72,132,,142,161,1
HONDA,"Accord, Model Year 2010",2.2 i-DTEC EX Tourer,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,174,1771.66542056075,5,68,67,,157,169,1
HONDA,"Insight, Model Year 2010",1.3 IMA ES 5 door,CVT,1339,Petrol Hybrid,4.7,4.5,4.6,60.1,62.8,61.4,105,684.121172638437,5,67,60,15,7,,
HONDA,"Insight, Model Year 2010",1.3 IMA ES-T 5 door,CVT,1339,Petrol Hybrid,4.7,4.5,4.6,60.1,62.8,61.4,105,684.121172638437,5,67,60,15,7,,
HONDA,"Insight, Model Year 2010",1.3 IMA S 5 door,CVT,1339,Petrol Hybrid,4.6,4.2,4.4,61.4,67.3,64.2,101,654.284112149533,5,67,50,16,7,,
HONDA,"Insight, Model Year 2010",1.3 IMA SE 5 door,CVT,1339,Petrol Hybrid,4.6,4.2,4.4,61.4,67.3,64.2,101,654.284112149533,5,67,50,16,7,,
HONDA,"Accord Saloon, Model Year 2011",2.0 i-VTEC ES GT,A5,1997,Petrol,10.9,6.1,7.8,25.9,46.3,36.2,180,2004.25856353591,5,71,337,41,29,,
HONDA,"Accord Saloon, Model Year 2011",2.0 i-VTEC ES GT,M6,1997,Petrol,9.8,6.1,7.5,28.8,46.3,37.7,172,1924.51352785146,5,71,319,35,36,,
HONDA,"Accord Saloon, Model Year 2011",2.0 i-VTEC EX,M6,1997,Petrol,9.8,6.1,7.5,28.8,46.3,37.7,172,1924.51352785146,5,71,319,35,36,,
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC ES GT,M6,2199,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1504.50952380952,5,72,128,,140,160,0
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC ES,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1719.43945578231,5,68,65,,153,166,1
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC ES,M6,2199,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,147,1504.50952380952,5,72,137,,136,155,0
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC EX,M6,2199,Diesel,7.3,4.7,5.6,38.7,60.1,50.4,149,1504.50952380952,5,72,128,,140,160,0
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC Type S,M6,2199,Diesel,7.5,4.9,5.8,37.7,57.6,48.7,154,1557.02833675565,5,72,147,,134,161,0
HONDA,"Accord Saloon, Model Year 2011",2.4 i-VTEC EX,A5,2354,Petrol,12.5,6.6,8.7,22.6,42.8,32.5,202,2232.43569230769,5,72,216,27,6,,
HONDA,"Accord Saloon, Model Year 2011",2.4 i-VTEC EX,M6,2354,Petrol,12.2,7.1,9,23.2,39.8,31.4,207,2310.64203821656,5,73,207,11,8,,
HONDA,"Accord Saloon, Model Year 2011",2.0 i-VTEC ES,A5,1997,Petrol,10.6,5.9,7.6,26.6,47.9,37.2,176,1950.38064516129,5,71,338,44,31,,
HONDA,"Accord Saloon, Model Year 2011",2.0 i-VTEC ES,M6,1997,Petrol,9.6,5.9,7.3,29.4,47.9,38.7,168,1874.78449612403,5,71,340,43,26,,
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC EX,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1719.43945578231,5,68,65,,153,166,1
HONDA,"Accord Saloon, Model Year 2011",2.0 i-VTEC EX,A5,1997,Petrol,10.9,6.1,7.8,25.9,46.3,36.2,180,2004.25856353591,5,71,337,41,29,,
HONDA,"Accord Saloon, Model Year 2011",2.2 i-DTEC ES GT,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1719.43945578231,5,68,65,,153,166,1
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC ES GT,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,174,1771.66542056075,5,68,67,,157,169,1
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC ES GT,M6,2199,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,154,1557.02833675565,5,72,132,,142,161,1
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC ES,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,173,1771.66542056075,5,68,67,,156,167,0
HONDA,"Accord Tourer, Model Year 2011",2.4 i-VTEC EX,M6,2354,Petrol,12.5,7.4,9.2,22.6,38.2,30.7,213,2363.32768729642,5,73,219,13,10,,
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC EX,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,174,1771.66542056075,5,68,67,,157,169,1
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC EX,M6,2199,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,154,1557.02833675565,5,72,132,,142,161,1
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC Type S,M6,2199,Diesel,7.6,5,6,37.2,56.5,47.1,157,1609.92101910828,5,72,170,,139,162,0
HONDA,"Accord Tourer, Model Year 2011",2.4 i-VTEC EX,A5,2354,Petrol,12.7,6.9,9.1,22.2,40.9,31,209,2340.45677419355,5,72,164,21,5,,
HONDA,"Accord Tourer, Model Year 2011",2.0 i-VTEC ES GT,A5,1997,Petrol,10.9,6.3,8,25.9,44.8,35.3,185,2055.35864022663,5,71,362,48,30,,
HONDA,"Accord Tourer, Model Year 2011",2.0 i-VTEC ES GT,M6,1997,Petrol,9.9,6.3,7.6,28.5,44.8,37.2,175,1950.38064516129,5,71,316,39,29,,
HONDA,"Accord Tourer, Model Year 2011",2.0 i-VTEC ES,A5,1997,Petrol,10.8,6.1,7.9,26.2,46.3,35.8,181,2026.65251396648,5,71,376,43,27,,
HONDA,"Accord Tourer, Model Year 2011",2.0 i-VTEC ES,M6,1997,Petrol,9.6,6.1,7.4,29.4,46.3,38.2,171,1899.32356020942,5,71,342,38,29,,
HONDA,"Accord Tourer, Model Year 2011",2.2 i-DTEC ES,M6,2199,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,153,1557.02833675565,5,72,140,,146,166,1
HONDA,"Civic 5 door, Model Year 2011",1.4 i-VTEC Ci Ci-T SE SE-T Si Si-T Ti,M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"Civic 5 door, Model Year 2011",1.4 i-VTEC Ci Ci-T SE SE-T Si Si-T Ti,A5,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic 5 door, Model Year 2011","1.8 i-VTEC SE, SE-T",A5,1799,Petrol,9.8,5.6,7.1,28.8,50.4,39.8,165,1822.96884422111,5,70,382,46,6,,
HONDA,"Civic 5 door, Model Year 2011",1.8 i-VTEC Ci Ci-T ES ES-T EX GT Si Si-T,A5,1799,Petrol,10,5.8,7.3,28.2,48.7,38.7,169,1874.78449612403,5,70,294,42,21,,
HONDA,"Civic 5 door, Model Year 2011",1.8 i-VTEC Ci Ci-T ES ES-T EX GT Si Si-T,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic 5 door, Model Year 2011","1.8 i-VTEC SE, SE-T, Ti",M6,1799,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,152,1695.19065420561,5,70,275,25,11,,
HONDA,"Civic 3 door, Model Year 2011",1.4 i-VTEC Type S Type S-T,A5,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1462.78548387097,5,69,326,45,23,,
HONDA,"Civic 3 door, Model Year 2011","1.8 i-VTEC Type S GT, Type S GT-T",M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1719.29289099526,5,70,260,27,13,,
HONDA,"Civic 3 door, Model Year 2011","1.4 i-VTEC Type S, Type S-T",M6,1339,Petrol,7.3,5,5.9,38.7,56.5,47.9,135,1514.7006263048,5,69,345,43,25,,
HONDA,"CR-V, Model Year 2011","2.0 i-VTEC ES, ES-T, EX, SE, SE-T",A5,1997,Petrol,11.1,6.8,8.4,25.4,41.5,33.6,193,2159.35,5,70,392,33,22,,
HONDA,"CR-V, Model Year 2011","2.2 i-DTEC ES, ES-T, EX, SE, SE-T",M6,2199,Diesel,8,5.6,6.5,35.3,50.4,43.5,171,1743.15586206897,5,71,209,,154,178,1
HONDA,"CR-V, Model Year 2011","2.0 i-VTEC ES, ES-T, EX, SE, SE-T",M6,1997,Petrol,10.5,6.9,8.2,26.9,40.9,34.4,190,2109.13255813953,5,72,336,22,23,,
HONDA,"CR-V, Model Year 2011","2.2 i-DTEC ES, ES-T, EX, SE, SE-T",A5,2199,Diesel,9.5,6.2,7.4,29.7,45.6,38.2,195,1985.00732984293,5,70,142,,136,155,1
HONDA,"CR-Z, Model Year 2011",1.5 IMA S Sport GT,M6,1497,Petrol Hybrid,6.1,4.4,5,46.3,64.2,56.5,117,743.45203539823,5,71,138,13,17,,
HONDA,"Insight, Model Year 2011","1.3 IMA ES, ES-T, EX",CVT,1339,Petrol Hybrid,4.7,4.5,4.6,60.1,62.8,61.4,105,684.121172638437,5,67,61,15,7,,
HONDA,"Insight, Model Year 2011","1.3 IMA SE, SE-T",CVT,1339,Petrol Hybrid,4.6,4.2,4.4,61.4,67.3,64.2,101,654.284112149533,5,67,54,16,7,,
HONDA,"Jazz, Model Year 2011",1.2 i-VTEC,M5,1198,Petrol,6.7,4.7,5.4,42.2,60.1,52.3,125,1387.26883365201,5,69,312,44,13,,
HONDA,"Jazz, Model Year 2011",1.4 i-VTEC ES,A6,1339,Petrol,6.5,4.6,5.3,43.5,61.4,53.3,125,1361.24127579737,5,68,319,34,14,,
HONDA,"Jazz, Model Year 2011","1.4 i-VTEC ES, ES-T, Si",M5,1339,Petrol,6.7,4.9,5.5,42.2,57.6,51.4,128,1411.55953307393,5,69,343,38,11,,
HONDA,"Jazz, Model Year 2011",1.4 i-VTEC ES-T,A6,1339,Petrol,6.6,4.7,5.4,42.8,60.1,52.3,125,1387.26883365201,5,68,319,34,14,,
HONDA,"Jazz, Model Year 2011","1.4 i-VTEC EX, EX-T",A6,1339,Petrol,6.8,4.8,5.5,41.5,58.9,51.4,128,1411.55953307393,5,68,347,36,14,,
HONDA,"Jazz, Model Year 2011","1.4 i-VTEC EX, EX-T",M5,1339,Petrol,6.8,5,5.6,41.5,56.5,50.4,130,1439.56666666667,5,69,324,42,17,,
HONDA,"Accord Saloon, Model Year 2012",2.0 i-VTEC ES GT,A5,1997,Petrol,10.1,5.6,7.3,28,50.4,38.7,170,1874.78449612403,5,71,317,34,23,,
HONDA,"Accord Saloon, Model Year 2012",2.0 i-VTEC ES,M6,1997,Petrol,9,5.6,6.9,31.4,50.4,40.9,159,1773.94034229829,5,71,422,38,23,,
HONDA,"Accord Saloon, Model Year 2012",2.0 i-VTEC EX,A5,1997,Petrol,10.2,5.7,7.3,27.7,49.6,38.7,170,1874.78449612403,5,71,317,34,23,,
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC ES GT,A5,2199,Diesel,8.1,5,6.1,34.9,56.5,46.3,162,1637.73822894169,5,68,88,,150,157,0
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC ES,A5,2199,Diesel,8.1,5,6.1,34.9,56.5,46.3,159,1637.73822894169,5,68,97,,149,156,1
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC ES,M6,2199,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,138,1422.65065666041,5,72,229,,142,161,1
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC EX,M6,2199,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,141,1449.85239005736,5,72,215,,144,159,1
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC Type S,M6,2199,Diesel,7.1,4.8,5.6,39.8,58.9,50.4,147,1504.50952380952,5,72,312,,144,164,1
HONDA,"Accord Saloon, Model Year 2012",2.4 i-VTEC EX,A5,2354,Petrol,12,6.3,8.4,23.5,44.8,33.6,195,2159.35,5,72,155,13,8,,
HONDA,"Accord Saloon, Model Year 2012",2.0 i-VTEC ES GT,M6,1997,Petrol,9,5.6,6.9,31.4,50.4,40.9,162,1773.94034229829,5,71,409,39,23,,
HONDA,"Accord Saloon, Model Year 2012",2.0 i-VTEC ES,A5,1997,Petrol,10.1,5.6,7.3,28,50.4,38.7,168,1874.78449612403,5,71,328,39,21,,
HONDA,"Accord Saloon, Model Year 2012",2.0 i-VTEC EX,M6,1997,Petrol,9.1,5.8,7,31,48.7,40.4,162,1795.89504950495,5,71,409,39,23,,
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC ES GT,M6,2199,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,141,1422.65065666041,5,72,215,,144,159,1
HONDA,"Accord Saloon, Model Year 2012",2.2 i-DTEC EX,A5,2199,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,162,1662.87894736842,5,68,88,,150,157,0
HONDA,"Accord Saloon, Model Year 2012",2.4 i-VTEC EX,M6,2354,Petrol,11.6,6.9,8.6,24.4,40.9,32.8,199,2212.01707317073,5,73,180,9,6,,
HONDA,"Accord Tourer, Model Year 2012",2.2 i-DTEC ES GT,M6,2199,Diesel,6.9,4.6,5.5,40.9,61.4,51.4,146,1475.23891050584,5,72,249,,144,160,1
HONDA,"Accord Tourer, Model Year 2012",2.2 i-DTEC ES,A5,2199,Diesel,8.2,5.2,6.3,34.4,54.3,44.8,164,1692.57321428571,5,68,109,,143,151,1
HONDA,"Accord Tourer, Model Year 2012",2.2 i-DTEC EX,A5,2199,Diesel,8.3,5.3,6.4,34,53.3,44.1,167,1719.43945578231,5,68,113,,157,166,1
HONDA,"Accord Tourer, Model Year 2012",2.4 i-VTEC EX,A5,2354,Petrol,12.2,6.5,8.6,23.3,43.5,32.8,199,2212.01707317073,5,72,153,13,10,,
HONDA,"Accord Tourer, Model Year 2012",2.0 i-VTEC ES GT,M6,1997,Petrol,9.2,5.8,7,30.7,48.7,40.4,166,1795.89504950495,5,71,405,38,20,,
HONDA,"Accord Tourer, Model Year 2012",2.0 i-VTEC ES,A5,1997,Petrol,10.2,5.7,7.3,27.7,49.6,38.7,170,1874.78449612403,5,71,311,40,24,,
HONDA,"Accord Tourer, Model Year 2012",2.0 i-VTEC ES,M6,1997,Petrol,9.2,5.8,7,30.7,48.7,40.4,163,1795.89504950495,5,71,385,36,18,,
HONDA,"Accord Tourer, Model Year 2012",2.2 i-DTEC ES GT,A5,2199,Diesel,8.2,5.2,6.3,34.4,54.3,44.8,167,1692.57321428571,5,68,113,,157,166,1
HONDA,"Accord Tourer, Model Year 2012",2.2 i-DTEC Type S,M6,2199,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,150,1528.77580645161,5,72,252,,144,160,2
HONDA,"Accord Tourer, Model Year 2012",2.4 i-VTEC EX,M6,2354,Petrol,11.6,7,8.7,24.4,40.4,32.5,201,2232.43569230769,5,73,246,10,4,,
