Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2014","2.0 CDTi 165PS Limited Edition 16v Stop/Start with 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,129,"£1,118",,"£1,118",V,72.0,211,,134,156,0.30,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2014","2.0 CDTi 165PS SRi 16v Stop/Start with 17"", 18"" and 19"" wheels",M6,1956,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,093",,"£1,093",V,72.0,211,,134,156,0.30,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2014","2.0 CDTi 16v 195PS SRi Bi-Turbo with 17'', 18'', 19'' and 20'' wheels",M6,1956,Diesel,,,,,6.0,4.2,4.9,47.1,67.3,57.6,129,"£1,118",,"£1,118",V,73.0,194,,137,155,0.10,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2014","2.0i 280PS VXR 16v Turbo Stop/Start with 18"" 19"" & 20"" wheels",M6,1998,Petrol,,,,,10.8,6.5,8.1,26.2,43.5,34.9,189,"£1,751",,"£1,751",V,75.0,539,24,19,,,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2015","1.4i 120PS 16v Turbo Limited Edition Stop/Start with 17"", 18"", 19"" and 20'' wheels",M6,1364,Petrol,,,,,7.8,5.0,6.0,36.2,56.5,47.1,142,"£1,297",,"£1,297",V,72.0,587,35,22,,,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2015","2.0 CDTi 165PS Sport 16v Stop/Start with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,5.6,4.2,4.7,50.4,67.3,60.1,124,"£1,071",,"£1,071",V,72.0,211,,134,156,0.30,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2015",2.0 CDTi 165PS SRi 16v Stop/Start with 16'' and 17'' wheels,M6,1956,Diesel,,,,,5.6,4.2,4.7,50.4,67.3,60.1,124,"£1,071",,"£1,071",V,72.0,211,,134,156,0.30,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2015","2.0 CDTi 90PS Sport 16v Stop/Start with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,5.6,4.2,4.7,50.4,67.3,60.1,124,"£1,071",,"£1,071",V,72.0,211,,134,156,0.30,,,,,,,,,,
VAUXHALL,"Astra GTC, Model Year 2015",2.0i VXR Turbo 280PS Stop/Start,M6,1998,Petrol,,,,,10.8,6.5,8.1,26.2,43.5,34.9,189,"£1,751",,"£1,751",V,75.0,539,24,19,,,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2014","1.4i 140PS SE 16v Turbo Stop/Start with 17"", 18"", and 19"" wheels",M6,1364,Petrol,,,,,7.8,5.4,6.3,36.2,52.3,44.8,148,"£1,364",,"£1,364",V,72.0,535,32,15,,,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2014","1.6 CDTi 170PS Elite 16v Turbo with 17"", 18"", 19"" and 20"" wheels",A6,1598,Diesel,,,,,9.4,5.9,7.2,30.1,47.9,39.2,169,"£1,642",,"£1,642",V,73.0,442,,63,85,2.40,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2014","1.6i 200PS Elite16v Turbo with 17"", 18"" and 19"" wheels",M6,1598,Petrol,,,,,8.6,5.7,6.7,32.8,49.6,42.2,158,"£1,448",,"£1,448",V,74.0,477,46,14,,,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2014","2.0 CDTi 165PS Elite 16v Stop/Start with 17"", 18"" and 19"" wheels",M6,1956,Diesel,,,,,6.3,4.6,5.2,44.8,61.4,54.3,138,"£1,185",,"£1,185",V,72.0,294,,108,134,0.40,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2014","2.0 CDTi 165PS SE 16v Stop/Start with 17"", 18"" and 19"" wheels",M6,1956,Diesel,,,,,6.3,4.6,5.2,44.8,61.4,54.3,138,"£1,185",,"£1,185",V,72.0,294,,108,134,0.40,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2014","2.0 CDTi 195PS Elite 16v Bi-Turbo Stop/Start with 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,6.4,4.6,5.3,44.1,61.4,53.3,139,"£1,208",,"£1,208",V,73.0,319,,137,161,0.30,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2015","2.0 CDTi 165PS Elite 16v Stop/Start with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.3,4.6,5.2,44.8,61.4,54.3,138,"£1,185",,"£1,185",V,72.0,294,,108,134,0.40,,,,,,,,,,
VAUXHALL,"Cascada, Model Year 2015","2.0 CDTi 165PS Elite 16v with 17'', 18'' and 19'' wheels",A6,1956,Diesel,,,,,8.2,5.0,6.2,34.4,56.5,45.6,163,"£1,412",,"£1,412",V,72.0,177,,107,132,1.10,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014",1.0i 65PS Excite 12v ecoFLEX with 14'' and 15'' wheels,M5,998,Petrol,,,,,6.4,4.3,5.1,44.1,65.7,55.4,120,"£1,103",,"£1,103",V,73.0,549,45,41,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.0i 65PS Sting 12v ecoFLEX with 14"" and 15"" wheels",M5,998,Petrol,,,,,6.4,4.3,5.1,44.1,65.7,55.4,120,"£1,103",,"£1,103",V,73.0,549,45,41,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.2i 85PS 16v Excite A/C with 14"", 15"" and 16"" wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.2i 85PS 16v SE A/C with 14'', 15'' and 16'' wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.2i 85PS Energy 16v A/C with 14'', 15'' and 16'' wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.2i 85PS Sting 16v with 14"", 15"", 16"" and 17"" wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.2i 85PS SXi 16v with 14"", 15"" and 16"" wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.3 CDTi 75PS Limited Edition A/C ecoFLEX with 14'', 15'', 16'' and 17'' wheels",M5,1248,Diesel,,,,,5.3,3.5,4.2,53.3,80.7,67.3,110,£956,,£956,V,73.0,167,,124,145,0.00,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.4i 100PS Energy A/C 16v with 14"", 15"" and 16"" wheels",M5,1398,Petrol,,,,,7.1,4.6,5.5,39.8,61.4,51.4,129,"£1,189",,"£1,189",V,72.0,382,43,47,,,,,,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2014","1.6i 16v 210PS VXR Turbo Clubsport with 18"" wheels",M6,1598,Petrol,,,,,10.2,6.1,7.6,27.7,46.3,37.2,178,"£1,642",,"£1,642",V,73.0,295,47,42,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.0i 65PS 12v Excite ecoFLEX with 14'', 15'' and 16'' wheels",M5,998,Petrol,,,,,6.4,4.3,5.1,44.1,65.7,55.4,120,"£1,103",,"£1,103",V,73.0,549,45,41,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.2i 16v 85PS Limited Edition A/C with 14'', 15'', 16'' and 17'' wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.2i 16v 85PS SXI with 14"", 15"" and 16"" wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.2i 85PS Energy 16v with 14"", 15"" & 16"" wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.2i 85PS SE A/C 16v with 14'', 15'' and 16'' wheels",M5,1229,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,301,32,25,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014",1.3 CDTi 75PS SE A/C ecoFLEX with 14'' and 15'' wheel,M5,1248,Diesel,,,,,5.3,3.6,4.2,53.3,78.5,67.3,112,£956,,£956,V,73.0,167,,124,145,0.50,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014",1.3 CDTi 95PS Design A/C ecoFLEX Stop/Start with 14'' and 15'' wheels,M5,1248,Diesel,,,,,3.8,3.1,3.3,74.3,91.1,85.6,88,£752,,£752,V,73.0,56,,130,146,0.20,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014",1.3 CDTi 95PS SXI A/C ecoFLEX with 15'' and 16'' wheels,M6,1248,Diesel,,,,,5.4,3.8,4.4,52.3,74.3,64.2,115,"£1,003",,"£1,003",V,73.0,86,,128,146,0.30,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.4i 100PS 16v SRi A/C with 14'', 15'' and 16'' wheels",M5,1398,Petrol,,,,,7.1,4.6,5.5,39.8,61.4,51.4,129,"£1,189",,"£1,189",V,72.0,382,43,47,,,,,,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2014","1.4i 120PS 16v Turbo Black Edition A/C Stop/Start with 15'', 16'' and 17'' wheels",M5,1362,Petrol,,,,,7.2,4.5,5.5,39.2,62.8,51.4,129,"£1,189",,"£1,189",V,72.0,484,23,20,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014",1.4i 140PS Energy Turbo Start/Stop,M6,1364,Petrol,,,,,6.8,4.3,5.2,41.5,65.7,54.3,123,"£1,125",,"£1,125",V,70.0,488,31,21,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","1.6i 170PS Elite NAV Turbo with 17"", 18"", 19"" and 20"" wheels",A6,1598,Petrol,,,,,9.1,5.2,6.6,31.0,54.3,42.8,155,"£1,428",,"£1,428",V,72.0,421,51,15,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","1.8i 140PS Limited Edition VVT with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1796,Petrol,,,,,9.8,5.4,7.0,28.8,52.3,40.4,164,"£1,512",,"£1,512",V,74.0,501,14,14,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","1.8i 140PS SRi VVT with 16'', 17'' and 18'' wheels",M6,1796,Petrol,,,,,9.8,5.4,7.0,28.8,52.3,40.4,164,"£1,512",,"£1,512",V,74.0,501,14,14,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 120PS Design NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,4.6,3.3,3.7,61.4,85.6,76.3,99,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 120PS Limited Edition ecoFLEX Start/Stop with 16"", 17"" 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.5,3.3,3.7,62.8,85.6,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 120PS SRI VX-Line ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014",2.0 CDTi 120PS Tech Line NAV ecoFLEX Start/Stop with 17'' wheels,M6,1956,Diesel,,,,,4.6,3.3,3.7,61.4,85.6,76.3,99,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 130PS Energy with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,71.0,244,,133,157,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 130PS Limited Edition with 16"", 17"", 18"", 19"" & 20"" wheels",M6,1956,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,71.0,244,,133,157,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 130PS Limited Edition with 16'', 17'' and 18'' wheels",A6,1956,Diesel,,,,,7.0,4.3,5.3,40.4,65.7,53.3,139,"£1,208",,"£1,208",V,74.0,63,,116,123,0.20,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS Design NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,4.5,3.3,3.7,62.8,85.6,76.3,99,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS Elite NAV ecoFLEX Stop/Start with 16"", 17"" 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS Energy ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.6,3.3,3.7,61.4,85.6,76.3,99,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS Limited Edition ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS SRi ecoFLEX Stop/Start with 16'', 17'' and 18'' wheels",M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,153,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS SRi NAV ecoFLEX Stop/Start with 16"", 17"" 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS SRI VX-Line ecoFLEX Stop/Start with 16"", 17"" 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 140PS Tech Line NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,4.6,3.3,3.7,61.4,85.6,76.3,99,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Design NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Elite NAV ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Elite NAV with 17"" wheels",A6,1956,Diesel,,,,,7.8,4.3,5.6,36.2,65.7,50.4,148,"£1,277",,"£1,277",V,75.0,44,,158,166,0.50,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Energy ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Limited Edition ecoFLEX Stop/Start with 16'', 17'' and 18'' wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Limited Edition with 17"", 18"", 19"" and 20"" wheels",A6,1956,Diesel,,,,,7.2,4.2,5.3,39.2,67.3,53.3,140,"£1,208",,"£1,208",V,75.0,44,,158,166,0.50,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS SRI NAV EcoFLEX Stop/Start with 16"" 17"" 18"" 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS SRi VX-Line NAV ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Tech Line NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,£980,,£980,V,72.0,259,,111,132,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 163PS Tech Line NAV with 17"" wheels",A6,1956,Diesel,,,,,7.8,4.3,5.6,36.2,65.7,50.4,148,"£1,277",,"£1,277",V,75.0,44,,158,166,0.50,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0 CDTi 195PS SRI VX-Line NAV Bi-Turbo Stop Start with 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,125,"£1,071",,"£1,071",V,73.0,231,,119,138,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2014","2.0i 250PS SRi VX-Line NAV Turbo Stop/Start with 17"" 18"" 19"" and 20"" wheels",M6,1998,Petrol,,,,,10.1,5.5,7.2,28.0,51.4,39.2,169,"£1,559",,"£1,559",V,71.0,547,27,49,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2015","2.0 CDTi 130PS SRi VX-Line with 16'', 17'', 18'', 19'' and 20'' wheels",M6,1956,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,71.0,244,,133,157,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2015",2.0 CDTi 140PS Elite NAV ecoFLEX Stop/Start with 16'' 17'' and 18'' wheels,M6,1956,Diesel,,,,,4.5,3.2,3.7,62.8,88.3,76.3,98,£844,,£844,V,70.0,362,,126,155,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2015","2.8i 325PS VXR Super Sport NAV 24v V6 Turbo 4x4 with 18'', 19'' and 20'' wheels",M6,2792,Petrol,,,,,15.8,7.6,10.6,17.9,37.2,26.6,249,"£2,297",,"£2,297",V,75.0,442,58,50,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014",2.0 CDTi 140PS Elite NAV ecoFLEX with 17'' and 18'' wheels,M6,1956,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£889,,£889,V,70.0,219,,133,151,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 140PS SRI EcoFLEX Stop/Start with 17"" 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£889,,£889,V,70.0,219,,133,151,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 140PS Tech Line NAV ecoFLEX Stop/Start with 16"", 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£889,,£889,V,70.0,219,,133,151,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS 16v Country 4x4 Stop/Start with 17"" and 18"" wheels",M6,1956,Diesel,,,,,6.9,4.8,5.6,40.9,58.9,50.4,147,"£1,277",,"£1,277",V,72.0,276,,124,153,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Country Tourer NAV 4x4 with 17"" wheels",A6,1956,Diesel,,,,,8.7,5.0,6.4,32.5,56.5,44.1,169,"£1,460",,"£1,460",V,75.0,50,,152,159,0.70,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Country Tourer NAV 4x4 with 17"" wheels",M6,1956,Diesel,,,,,6.8,4.7,5.4,41.5,60.1,52.3,144,"£1,231",,"£1,231",V,72.0,276,,124,153,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Country Tourer Police 4x4 Stop/Start with 17"" and 18"" wheels",M6,1956,Diesel,,,,,6.9,4.8,5.6,40.9,58.9,50.4,147,"£1,277",,"£1,277",V,72.0,276,,124,153,0.30,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Country Tourer Tech Line NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,72.0,175,,123,140,0.70,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Design NAV ecoFLEX Stop/Start with 17"" wheels",M6,1956,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,72.0,175,,123,140,0.70,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Elite NAV with 17"" and 18"" wheels",A6,1956,Diesel,,,,,7.5,4.5,5.6,37.7,62.8,50.4,149,"£1,277",,"£1,277",V,75.0,44,,158,166,0.50,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 163PS Limited Edition ecoFLEX Stop/Start with 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,72.0,175,,123,140,0.70,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0 CDTi 195PS SRi VX-Line NAV Bi-Turbo Stop / Start with 17"", 18"", 19"" and 20"" wheels",M6,1956,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,73.0,380,,107,135,0.20,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.0i 120PS Design NAV CDTi Stop/Start EcoFlex with 16"", 17"" and 18"" wheel.",M6,1956,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£889,,£889,V,70.0,219,,133,151,0.40,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2014","2.8i 325PS VXR Supersport NAV 24v V6 Turbo 4x4 with 18'', 19'' & 20'' wheels",M6,2792,Petrol,,,,,16.0,7.9,10.9,17.7,35.8,25.9,255,"£2,359",,"£2,359",V,75.0,442,58,50,,,,,,,,,,,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2015","2.0 CDTi 163PS Sri 16v with 17'', 18'', 19'' & 20'' wheels",A6,1956,Diesel,,,,,7.2,4.4,5.4,39.2,64.2,52.3,143,"£1,231",,"£1,231",V,75.0,44,,158,166,0.45,,,,,,,,,,
VAUXHALL,"Meriva, Model Year 2014","1.4i 100PS 16v Energy with 15"", 16"" and 17"" wheels",M5,1398,Petrol,,,,,7.6,5.9,6.0,37.2,47.9,47.1,140,"£1,297",,"£1,297",V,70.8,695,51,29,,,,,,,,,,,,
VAUXHALL,"Meriva, Model Year 2014","1.4i 120PS SE 16v Turbo with 14"", 15"" & 16"" wheels",M5,1364,Petrol,,,,,7.8,4.8,5.9,36.2,58.9,47.9,139,"£1,276",,"£1,276",V,71.0,462,31,14,,,,,,,,,,,,
VAUXHALL,"Meriva, Model Year 2014","1.6 CDTi 16v 136PS Elite ecoFLEX Start/Stop with 16"" and 17"" wheels",M6,1598,Diesel,,,,,4.6,3.6,3.9,61.4,78.5,72.4,104,£889,,£889,V,72.0,110,,27,54,0.30,,,,,,,,,,
VAUXHALL,"Meriva, Model Year 2014","1.7 CDTi 130PS Exclusive A/C with 16"" and 17"" wheels",M6,1686,Diesel,,,,,6.5,4.5,5.3,43.5,62.8,53.3,139,"£1,208",,"£1,208",V,73.0,315,,116,147,1.10,,,,,,,,,,
