Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard,,,,,,
HONDA,Accord 06 Tourer,2.0 i-VTEC EX,5AT,1998,Petrol,12.9,6.8,9.0,21.9,41.5,31.4,213,1529,71.3,0.290,0.055,0.016,,,IV,,,,,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX (ADAS),5AT,2354,Petrol,14.0,7.3,9.7,20.2,38.7,29.1,229,1650,71.7,0.450,0.048,0.009,,,IV,,,,,,
HONDA,Accord 06 Tourer,2.4 i-VTEC Type-S,6MT,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,1650,72.6,0.510,0.046,0.024,,,IV,,,,,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX,6MT,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,1650,72.6,0.510,0.046,0.024,,,IV,,,,,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX,5AT,2354,Petrol,14.3,7.5,10.0,19.8,37.7,28.2,237,1702,71.7,0.520,0.052,0.011,,,IV,,,,,,
HONDA,Civic 06,2.2 i-CTDi SE,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,985,70.6,0.144,,0.141,0.158,0.010,IV,,,,,,
HONDA,Civic 06,2.2 i-CTDi ES,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,985,70.6,0.144,,0.141,0.158,0.010,IV,,,,,,
HONDA,Civic 06,2.2 i-CTDi Sport,6MT,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1023,70.6,0.122,,0.149,0.163,0.014,IV,,,,,,
HONDA,Civic 06,2.2 i-CTDi EX,6MT,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1023,70.6,0.122,,0.149,0.163,0.014,IV,,,,,,
HONDA,Civic 06,1.4 i-DSI SE,6MT,1339,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,1002,69.8,0.300,0.043,0.011,,,IV,,,,,,
HONDA,Civic 06,1.4 i-DSI SE,i-SHIFT,1339,Petrol,7.5,5.0,5.9,37.7,56.5,47.9,139,1002,69.5,0.290,0.042,0.013,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC SE,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1089,69.9,0.200,0.027,0.006,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC ES,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1089,69.9,0.200,0.027,0.006,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC Sport,6MT,1799,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,156,1122,69.9,0.230,0.033,0.011,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC EX,6MT,1799,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,156,1122,69.9,0.230,0.033,0.011,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC SE,i-SHIFT,1799,Petrol,9.0,5.4,6.7,31.4,52.3,42.2,158,1138,69.5,0.190,0.023,0.006,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC ES,i-SHIFT,1799,Petrol,9.0,5.4,6.7,31.4,52.3,42.2,158,1138,69.5,0.190,0.023,0.006,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC Sport,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,160,1157,69.5,0.190,0.024,0.007,,,IV,,,,,,
HONDA,Civic 06,1.8 i-VTEC EX,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,160,1157,69.5,0.190,0.024,0.007,,,IV,,,,,,
HONDA,Civic Hybrid,1.4 IMA ES,CVT,1339,Petrol,5.2,4.3,4.6,54.3,65.7,61.4,109,782,68.0,0.190,0.055,0.012,,,IV,,,,,,
HONDA,Civic Type R,2.0 i-VTEC Type R,6MT,1998,Petrol,12.7,7.0,9.1,22.2,40.4,31.0,215,1549,73.1,0.450,0.042,0.016,,,IV,,,,,,
HONDA,Civic Type R,2.0 i-VTEC Type R GT,6MT,1998,Petrol,12.7,7.0,9.1,22.2,40.4,31.0,215,1549,73.1,0.450,0.042,0.016,,,IV,,,,,,
HONDA,Civic Type S,2.2 i-CTDi S,6MT,2204,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,134,985,71.3,0.119,,0.165,0.184,0.001,IV,,,,,,
HONDA,Civic Type S,2.2 i-CTDi Type S,6MT,2204,Diesel,6.7,4.4,5.2,42.2,64.2,54.3,138,1005,71.3,0.119,,0.165,0.184,0.001,IV,,,,,,
HONDA,Civic Type S,2.2 i-CTDi Type S GT,6MT,2204,Diesel,6.7,4.4,5.2,42.2,64.2,54.3,138,1005,71.3,0.119,,0.165,0.184,0.001,IV,,,,,,
HONDA,Civic Type S,1.8 i-VTEC S,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1089,69.9,0.230,0.033,0.011,,,IV,,,,,,
HONDA,Civic Type S,1.8 i-VTEC Type S,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1089,69.9,0.230,0.033,0.011,,,IV,,,,,,
HONDA,Civic Type S,1.8 i-VTEC Type S GT,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1089,69.9,0.230,0.033,0.011,,,IV,,,,,,
HONDA,Civic Type S,1.8 i-VTEC S,i-SHIFT,1799,Petrol,9.0,5.4,6.7,31.4,52.3,42.2,158,1138,69.5,0.310,0.037,0.006,,,IV,,,,,,
HONDA,Civic Type S,1.8 i-VTEC Type S,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,160,1157,69.5,0.310,0.037,0.006,,,IV,,,,,,
HONDA,Civic Type S,1.8 i-VTEC Type S GT,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,160,1157,69.5,0.310,0.037,0.006,,,IV,,,,,,
HONDA,CR-V 07,SE,6MT,2204,Diesel,8.1,5.7,6.5,34.9,49.6,43.5,173,1254,73.3,0.116,,0.137,0.155,0.023,IV,,,,,,
HONDA,CR-V 07,ES,6MT,2204,Diesel,8.1,5.7,6.5,34.9,49.6,43.5,173,1254,73.3,0.116,,0.137,0.155,0.023,IV,,,,,,
HONDA,CR-V 07,EX,6MT,2204,Diesel,8.1,5.7,6.5,34.9,49.6,43.5,173,1254,73.3,0.116,,0.137,0.155,0.023,IV,,,,,,
HONDA,CR-V 07,SE,6MT,1998,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,192,1376,72.9,0.200,0.029,0.039,,,IV,,,,,,
HONDA,CR-V 07,ES,6MT,1997,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,192,1376,72.9,0.200,0.029,0.039,,,IV,,,,,,
HONDA,CR-V 07,EX,6MT,1997,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,192,1376,72.9,0.200,0.029,0.039,,,IV,,,,,,
HONDA,CR-V 07,SE,5AT,1997,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,1396,70.4,0.310,0.037,0.016,,,IV,,,,,,
HONDA,CR-V 07,ES,5AT,1997,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,1396,70.4,0.310,0.037,0.016,,,IV,,,,,,
HONDA,CR-V 07,EX,5AT,1997,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,1396,70.4,0.310,0.037,0.016,,,IV,,,,,,
HONDA,FR-V 07,SE,5 AMT,2204,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,167,1218,72.6,0.159,,0.181,0.200,0.013,IV,,,,,,
HONDA,FR-V 07,ES,5 AMT,2204,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,167,1218,72.6,0.159,,0.181,0.200,0.013,IV,,,,,,
HONDA,FR-V 07,EX,5 AMT,2204,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,167,1218,72.6,0.159,,0.181,0.200,0.013,IV,,,,,,
HONDA,FR-V 07,SE,6MT,1799,Petrol,9.4,6.3,7.5,30.1,44.8,37.7,177,1273,70.5,0.200,0.029,0.035,,,IV,,,,,,
HONDA,FR-V 07,ES,6MT,1799,Petrol,9.4,6.3,7.5,30.1,44.8,37.7,177,1273,70.5,0.200,0.029,0.035,,,IV,,,,,,
HONDA,FR-V 07,EX,6MT,1799,Petrol,9.4,6.3,7.5,30.1,44.8,37.7,177,1273,70.5,0.200,0.029,0.035,,,IV,,,,,,
HONDA,FR-V 07,SE,5 AMT,1799,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,190,1376,71.1,0.180,0.036,0.012,,,IV,,,,,,
HONDA,FR-V 07,ES,5 AMT,1799,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,190,1376,71.1,0.180,0.036,0.012,,,IV,,,,,,
HONDA,FR-V 07,EX,5 AMT,1799,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,190,1376,71.1,0.180,0.036,0.012,,,IV,,,,,,
HONDA,Jazz,1.2 i-DSI S,5MT,1246,Petrol,6.8,4.7,5.5,41.5,60.1,51.4,129,934,70.2,0.467,0.086,0.043,,,IV,,,,,,
HONDA,Jazz,1.4 i-DSI SE,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,986,69.7,0.344,0.066,0.047,,,IV,,,,,,
HONDA,Jazz,1.4 i-DSI Sport,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,986,69.7,0.344,0.066,0.047,,,IV,,,,,,
HONDA,Jazz,1.4 i-DSI SE,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,1002,72.8,0.337,0.078,0.033,,,IV,,,,,,
HONDA,Jazz,1.4 i-DSI Sport,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,1002,72.8,0.337,0.078,0.033,,,IV,,,,,,
HONDA,S2000,2.0 i-VTEC Roadster,6MT,1997,Petrol,13.9,7.8,10.0,20.3,36.2,28.2,236,1702,73.2,0.450,0.051,0.040,,,IV,,,,,,
HONDA,S2000,2.0 i-VTEC GT,6MT,1997,Petrol,13.9,7.8,10.0,20.3,36.2,28.2,236,1702,73.2,0.450,0.051,0.040,,,IV,,,,,,
HUMMER,"H3, MY2008",3.7,M5,3653,Petrol,18.4,11.0,13.8,15.4,25.7,20.5,327,2342,75.0,0.454,0.052,0.012,,,IV,,,,,,
HUMMER,"H3, MY2008",3.7,A4,3653,Petrol,18.7,12.1,14.5,15.1,23.3,19.5,346,2462,72.0,0.385,0.071,0.022,,,IV,,,,,,
HYUNDAI,Accent,1.4l DOHC,M5,1399,Petrol,8.0,5.1,6.2,35.3,55.4,45.6,146,1053,72.0,0.388,0.037,0.047,0.084,,IV,,,,,,
HYUNDAI,Accent,1.4l DOHC,A4,1399,Petrol,9.5,5.4,6.9,29.7,52.3,40.9,164,1174,70.0,0.358,0.028,0.014,0.042,,IV,,,,,,
HYUNDAI,Coupé,1.6l DOHC,M5,1599,Petrol,9.8,6.3,7.6,28.8,44.8,37.2,182,1290,73.0,0.588,0.030,0.008,0.038,,IV,,,,,,
HYUNDAI,Coupé,2.0l,M5,1975,Petrol,10.9,6.4,8.0,25.9,44.1,35.3,193,1360,74.0,0.156,0.013,0.012,0.025,,IV,,,,,,
HYUNDAI,Coupé,2.0l,A4,1975,Petrol,11.9,6.6,8.5,23.7,42.8,33.2,203,1446,73.0,0.132,0.022,0.024,0.046,,IV,,,,,,
HYUNDAI,Getz,1.1l,M5,1086,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,130,934,72.0,0.409,0.030,0.012,0.042,,IV,,,,,,
HYUNDAI,Getz,1.4l DOHC,M5,1399,Petrol,7.5,5.1,6.0,37.7,55.4,47.1,141,1019,71.0,0.434,0.030,0.014,0.044,,IV,,,,,,
HYUNDAI,Getz,1.4l DOHC,A4,1399,Petrol,9.1,5.3,6.7,31.0,53.3,42.2,159,1138,70.0,0.528,0.042,0.011,0.053,,IV,,,,,,
HYUNDAI,Grandeur,3.3l V6,A5,3342,Petrol,15.1,7.4,10.2,18.7,38.2,27.7,245,1733,70.0,0.367,0.057,0.013,0.070,,IV,,,,,,
HYUNDAI,i10,"1.1l SOHC (13"" & 14"" wheels)",M5,1086,Petrol,6.1,4.4,5.0,46.3,64.2,56.5,119,850,72.8,0.323,0.035,0.023,0.058,,IV,,,,,,
HYUNDAI,i10,1.2l SOHC,M5,1248,Petrol,6.3,4.3,5.0,44.8,65.7,56.5,119,850,71.5,0.358,0.026,0.022,0.048,,IV,,,,,,
HYUNDAI,i10,"1.1l SOHC (15"" wheels)",M5,1086,Petrol,6.3,4.6,5.2,44.8,61.4,54.3,124,884,72.8,0.323,0.035,0.023,0.058,,IV,,,,,,
HYUNDAI,i10,1.1l SOHC,A4,1086,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,1002,72.4,0.392,0.032,0.011,0.043,,IV,,,,,,
HYUNDAI,i10,1.2l SOHC,A4,1248,Petrol,7.3,5.1,5.9,38.7,55.4,47.9,139,1002,71.6,0.511,0.036,0.017,0.053,,IV,,,,,,
HYUNDAI,i20,1.4l CRDi (57kW engine),M5,1396,Diesel,5.5,3.8,4.4,51.4,74.3,64.2,116,850,71.0,0.207,,0.181,0.211,0.019,IV,,,,,,
HYUNDAI,i20,1.4l CRDi (66kW engine),M5,1396,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,118,869,71.0,0.207,,0.181,0.211,0.019,IV,,,,,,
HYUNDAI,i20,1.2l,M5,1248,Petrol,6.4,4.5,5.2,44.1,62.8,54.3,124,884,72.0,0.383,0.028,0.036,0.064,,IV,,,,,,
HYUNDAI,i20,"1.4l (15"" wheels)",M5,1396,Petrol,7.2,4.7,5.6,39.2,60.1,50.4,133,952,71.0,0.245,0.025,0.008,0.033,,IV,,,,,,
HYUNDAI,i20,"1.4l (16"" wheels)",M5,1396,Petrol,7.6,5.0,6.0,37.2,56.5,47.1,142,1019,71.0,0.245,0.025,0.008,0.033,,IV,,,,,,
HYUNDAI,i20,"1.4l (15"" wheels)",A4,1396,Petrol,8.0,5.1,6.2,35.3,55.4,45.6,146,1053,71.0,0.216,0.044,0.007,0.051,,IV,,,,,,
HYUNDAI,i30,1.6l DOHC,M5,1582,Diesel,5.4,4.1,4.5,52.3,68.9,62.8,119,869,71.0,0.225,,0.154,0.183,0.012,IV,,,,,,
HYUNDAI,i30,1.6l DOHC,M5,1582,Diesel,5.7,4.1,4.7,49.6,68.9,60.1,125,908,72.0,0.307,,0.191,0.224,0.019,IV,,,,,,
HYUNDAI,i30,2.0l SOHC,M6,1991,Diesel,7.1,4.5,5.5,39.8,62.8,51.4,145,1061,73.0,0.134,,0.196,0.216,0.020,IV,,,,,,
HYUNDAI,i30,1.6l DOHC,A4,1582,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,155,1139,69.0,0.332,,0.167,0.210,0.016,IV,,,,,,
HYUNDAI,i30,1.4l DOHC,M5,1396,Petrol,7.6,5.2,6.1,37.2,54.3,46.3,145,1037,71.0,0.361,0.041,0.011,0.052,,IV,,,,,,
HYUNDAI,i30,1.6l DOHC,M5,1591,Petrol,8.0,5.2,6.2,35.3,54.3,45.6,152,1053,71.0,0.425,0.031,0.012,0.043,,IV,,,,,,
HYUNDAI,i30,1.6l DOHC,A4,1591,Petrol,9.0,5.7,6.9,31.4,49.6,40.9,165,1174,71.0,0.368,0.034,0.018,0.052,,IV,,,,,,
HYUNDAI,i30 Estate,1.6l DOHC,M5,1582,Diesel,5.9,4.3,4.9,47.9,65.7,57.6,128,947,72.0,0.307,,0.191,0.224,0.019,IV,,,,,,
HYUNDAI,i30 Estate,2.0l SOHC,M6,1991,Diesel,7.1,4.5,5.5,39.8,62.8,51.4,145,1061,73.0,0.134,,0.196,0.216,0.020,IV,,,,,,
HYUNDAI,i30 Estate,1.6l DOHC,A4,1582,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,159,1158,72.0,0.332,,0.167,0.210,0.016,IV,,,,,,
HYUNDAI,i30 Estate,1.6l DOHC,M5,1591,Petrol,8.0,5.2,6.2,35.3,54.3,45.6,152,1053,72.0,0.425,0.031,0.012,0.043,,IV,,,,,,
HYUNDAI,i30 Estate,1.6l DOHC,A4,1591,Petrol,9.0,5.7,6.9,31.4,49.6,40.9,165,1174,70.0,0.368,0.034,0.018,0.052,,IV,,,,,,
HYUNDAI,i800,2.5l CRTD,M5,2497,Diesel,10.9,7.1,8.5,25.9,39.8,33.2,225,1643,73.0,0.374,,0.273,0.320,0.038,IV,,,,,,
HYUNDAI,Matrix,1.5l CRTD,M5,1493,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,140,1023,70.0,0.120,,0.220,0.240,0.016,IV,,,,,,
HYUNDAI,Matrix,1.6l DOHC,M5,1599,Petrol,9.1,6.3,7.3,31.0,44.8,38.7,174,1240,74.0,0.360,0.030,0.010,0.040,,IV,,,,,,
HYUNDAI,Matrix,1.6l DOHC,A4,1599,Petrol,11.1,6.6,8.3,25.4,42.8,34.0,198,1412,74.0,0.370,0.030,0.010,0.040,,IV,,,,,,
HYUNDAI,Santa Fe,2.2l CRTD (5 & 7 Seat),M5,2188,Diesel,9.4,5.9,7.2,30.1,47.9,39.2,190,1392,72.0,0.313,,0.312,0.354,0.043,IV,,,,,,
HYUNDAI,Santa Fe,2.2l CRTD (5 Seat),A5,2188,Diesel,10.4,6.7,8.1,27.2,42.2,34.9,212,1563,72.0,0.043,,0.287,0.287,0.002,IV,,,,,,
HYUNDAI,Santa Fe,2.2l CRTD (7 Seat),A5,2188,Diesel,10.7,6.7,8.2,26.4,42.2,34.4,218,1586,72.0,0.043,,0.287,0.287,0.002,IV,,,,,,
HYUNDAI,Sonata,2.0l CRTD,M6,1991,Diesel,8.2,5.0,6.1,34.4,56.5,46.3,163,1178,72.0,0.045,,0.218,0.229,0.001,IV,,,,,,
HYUNDAI,Sonata,2.0l CRTD,A4,1991,Diesel,10.0,5.7,7.3,28.2,59.6,38.7,191,1410,70.0,0.062,,0.242,0.248,0.001,IV,,,,,,
HYUNDAI,Sonata,2.0l,M5,1998,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,190,1360,71.0,0.343,0.029,0.014,0.043,,IV,,,,,,
HYUNDAI,Sonata,2.0l,A4,1998,Petrol,10.8,7.0,8.4,26.2,40.4,33.6,200,1429,70.0,0.294,0.030,0.050,0.080,,IV,,,,,,
HYUNDAI,Tucson,2.0l CRTD 4x2,M6,1991,Diesel,8.6,5.9,6.9,32.8,47.9,40.9,180,1334,74.0,0.064,,0.203,0.211,0.004,IV,,,,,,
HYUNDAI,Tucson,2.0l CRTD 4x4,M6,1991,Diesel,8.9,6.2,7.1,31.7,45.6,39.8,187,1371,74.0,0.040,,0.221,0.225,0.001,IV,,,,,,
HYUNDAI,Tucson,2.0l CRTD 4x2,A4,1991,Diesel,10.3,6.6,8.0,27.4,42.8,35.3,210,1545,74.0,0.097,,0.192,0.194,0.002,IV,,,,,,
HYUNDAI,Tucson,2.0l 4x2,M5,1975,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,190,1360,73.0,0.400,0.032,0.016,0.048,,IV,,,,,,
JAGUAR CARS,S Type,2.7L Diesel Saloon,M6,2720,Diesel,9.3,5.5,6.8,30.4,51.4,41.5,179,1315,73.0,0.334,,0.186,0.230,0.000,IV,,,,,,
JAGUAR CARS,S Type,2.7L Diesel Saloon,A6,2720,Diesel,10.7,6.2,7.8,26.4,45.6,36.0,208,1515,70.0,0.176,,0.180,0.218,0.005,IV,,,,,,
JAGUAR CARS,S Type,3.0L Saloon,M5,2967,Petrol,15.8,7.3,10.3,17.9,38.7,27.4,249,1752,73.0,0.414,0.034,0.026,,,IV,,,,,,
JAGUAR CARS,S Type,3.0L Saloon,A6,2967,Petrol,16.3,7.8,10.8,17.3,36.0,26.2,259,1832,74.0,0.156,0.039,0.029,,,IV,,,,,,
JAGUAR CARS,S Type,4.2L Saloon,A6,4196,Petrol,17.2,8.4,11.5,16.4,33.6,24.6,274,1951,74.0,0.700,0.082,0.022,,,IV,,,,,,
JAGUAR CARS,S Type,4.2L 'R' Saloon,A6,4196,Petrol,18.6,9.3,12.4,15.2,30.4,22.7,294,2115,73.0,0.521,0.049,0.039,,,IV,,,,,,
JAGUAR CARS,X Type,2.0L Diesel Saloon,M5,1998,Diesel,7.6,4.5,5.6,37.2,62.8,50.0,149,1091,72.0,0.437,,0.184,0.221,0.021,IV,,,,,,
JAGUAR CARS,X Type,2.0L Diesel Estate,M5,1998,Diesel,7.8,4.7,5.8,36.4,60.0,48.7,154,1120,72.0,0.388,,0.204,0.236,0.021,IV,,,,,,
JAGUAR CARS,X Type,2.2L Diesel Saloon (DPF),M6,2198,Diesel,8.2,4.8,6.0,34.5,58.9,47.1,159,1158,72.0,0.122,,0.202,0.230,0.002,IV,,,,,,
JAGUAR CARS,X Type,2.2L Diesel Saloon,M6,2198,Diesel,8.3,4.7,6.0,34.0,60.0,47.1,159,1158,75.0,0.044,,0.197,0.214,0.018,IV,,,,,,
JAGUAR CARS,X Type,2.2L Diesel Estate (DPF),M6,2198,Diesel,8.3,4.9,6.2,34.0,57.7,45.6,164,1196,72.0,0.122,,0.202,0.230,0.002,IV,,,,,,
JAGUAR CARS,X Type,2.2L Diesel Estate,M6,2198,Diesel,8.4,4.9,6.2,33.6,57.7,45.6,164,1196,75.0,0.044,,0.197,0.214,0.018,IV,,,,,,
JAGUAR CARS,X Type,2.2L Diesel Saloon (DPF),A6,2198,Diesel,9.5,5.4,6.9,29.6,51.9,41.0,184,1331,69.0,0.043,,0.225,0.238,0.002,IV,,,,,,
JAGUAR CARS,X Type,2.2L Diesel Estate (DPF),A6,2198,Diesel,9.5,5.4,6.9,29.6,51.9,41.0,184,1331,69.0,0.043,,0.225,0.238,0.002,IV,,,,,,
JAGUAR CARS,X Type,2.5L Saloon,M5,2497,Petrol,13.6,7.2,9.6,20.7,39.0,29.5,234,1627,74.0,0.222,0.037,0.004,,,IV,,,,,,
JAGUAR CARS,X Type,2.5L Estate,M5,2497,Petrol,13.8,7.3,9.7,20.5,38.5,29.0,239,1655,74.0,0.222,0.037,0.004,,,IV,,,,,,
JAGUAR CARS,X Type,2.5L Saloon,A5,2497,Petrol,15.0,7.6,10.3,18.9,37.3,27.5,244,1746,71.0,0.560,0.037,0.002,,,IV,,,,,,
JAGUAR CARS,X Type,3.0L Saloon,M5,2967,Petrol,14.8,7.7,10.3,19.1,36.8,27.5,244,1746,74.0,0.370,0.046,0.021,,,IV,,,,,,
JAGUAR CARS,X Type,2.5L Estate,A5,2497,Petrol,15.2,7.7,10.4,18.6,36.9,27.2,249,1765,71.0,0.560,0.037,0.002,,,IV,,,,,,
JAGUAR CARS,X Type,3.0L Saloon,A5,2967,Petrol,15.1,7.8,10.5,18.7,36.4,26.9,249,1785,72.0,0.308,0.051,0.009,,,IV,,,,,,
JAGUAR CARS,X Type,3.0L Estate,M5,2967,Petrol,14.9,7.8,10.4,19.0,36.4,27.2,249,1765,74.0,0.370,0.046,0.021,,,IV,,,,,,
JAGUAR CARS,X Type,3.0L Estate,A5,2967,Petrol,15.2,7.9,10.6,18.5,35.9,26.6,254,1805,72.0,0.308,0.051,0.009,,,IV,,,,,,
JAGUAR CARS,XF,TDV6 cDPF,A6,2720,Diesel,10.4,5.8,7.5,27.1,48.5,37.5,199,1455,68.0,0.160,,0.194,0.250,0.001,IV,,,,,,
JAGUAR CARS,XF,3.0L V6,A6,2967,Petrol,16.1,7.6,10.7,17.6,37.2,26.4,249,1818,71.0,0.300,0.039,0.022,,,IV,,,,,,
JAGUAR CARS,XF,4.2L V8,A6,4196,Petrol,17.3,7.8,11.1,16.3,36.4,25.3,264,1897,70.0,0.420,0.062,0.029,,,IV,,,,,,
JAGUAR CARS,XF,4.2L V8 S/C,A6,4196,Petrol,19.3,9.4,13.0,14.7,30.0,21.7,299,2212,72.0,0.396,0.034,0.031,,,IV,,,,,,
JAGUAR CARS,XJ,2.7L Diesel Saloon,A6,2720,Diesel,10.7,6.3,7.9,26.5,44.9,35.7,209,1528,68.0,0.086,,0.179,0.211,0.001,IV,,,,,,
JAGUAR CARS,XJ,3.0L Saloon,A6,2967,Petrol,15.9,7.4,10.5,17.8,37.9,26.9,249,1785,72.0,0.156,0.039,0.029,,,IV,,,,,,
JAGUAR CARS,XJ,3.5L Saloon,A6,3555,Petrol,15.6,7.9,10.7,18.1,35.8,26.5,254,1812,71.0,0.371,0.080,0.025,,,IV,,,,,,
JAGUAR CARS,XJ,4.2L Saloon,A6,4196,Petrol,16.7,8.4,11.4,16.9,33.8,24.8,269,1936,72.0,0.700,0.082,0.022,,,IV,,,,,,
JAGUAR CARS,XJ,4.2L 'R' Saloon,A6,4196,Petrol,17.9,8.7,12.1,15.8,32.3,23.4,289,2052,74.0,0.521,0.049,0.039,,,IV,,,,,,
JAGUAR CARS,XJ,4.2L 'Armoured' Saloon,A6,4196,Petrol,19.5,10.7,14.0,14.5,26.4,20.2,330,2377,73.0,0.686,0.058,0.030,,,IV,,,,,,
JAGUAR CARS,XJ Super V8,4.2L 'R' Saloon,A6,4196,Petrol,17.9,8.7,12.1,15.8,32.3,23.4,289,2052,74.0,0.521,0.049,0.039,,,IV,,,,,,
JAGUAR CARS,XK,3.5L Convertible,A6,3555,Petrol,17.2,8.1,11.3,16.4,34.9,25.0,269,1920,73.0,0.318,0.052,0.009,,,IV,,,,,,
JAGUAR CARS,XK,3.5L Coupé,A6,3555,Petrol,17.2,8.1,11.3,16.4,34.9,25.0,269,1920,72.0,0.318,0.052,0.009,,,IV,,,,,,
JAGUAR CARS,XK,4.2L Convertible,A6,4196,Petrol,17.1,8.1,11.3,16.5,34.9,25.0,269,1920,74.0,0.835,0.079,0.021,,,IV,,,,,,
JAGUAR CARS,XK,4.2L Coupé,A6,4196,Petrol,17.1,8.1,11.3,16.5,34.9,25.0,269,1920,74.0,0.835,0.079,0.021,,,IV,,,,,,
JAGUAR CARS,XK,4.2L Supercharged Convertible,A6,4196,Petrol,19.1,8.6,12.3,14.8,32.9,22.9,294,2096,72.0,0.446,0.049,0.033,,,IV,,,,,,
JAGUAR CARS,XK,4.2L Supercharged Coupé,A6,4196,Petrol,19.1,8.6,12.3,14.8,32.9,22.9,294,2096,71.0,0.469,0.064,0.030,,,IV,,,,,,
KIA,Carens,"2.0 CRDi (16"" wheels)",M6,1991,Diesel,7.8,5.2,6.1,36.2,54.3,46.3,163,1178,70.2,0.370,,0.200,0.230,0.001,IV,,,,,,
KIA,Carens,"2.0 CRDi (15"" wheels)",M6,1991,Diesel,7.8,5.3,6.2,36.2,53.3,45.6,165,1196,70.2,0.370,,0.200,0.230,0.001,IV,,,,,,
KIA,Carens,"2.0 CRDi (16"" wheels)",A4,1991,Diesel,9.6,5.7,7.1,29.4,49.6,39.8,189,1371,73.7,0.003,,0.190,0.190,0.001,IV,,,,,,
KIA,Carens,"2.0 CRDi (15"" wheels)",A4,1991,Diesel,9.6,5.8,7.2,29.4,48.7,39.2,191,1392,73.7,0.030,,0.190,0.190,0.001,IV,,,,,,
KIA,Carens,"2.0 (16"" wheels)",M5,1998,Petrol,10.8,6.6,8.1,26.2,42.8,34.9,193,1376,72.1,0.250,0.020,0.013,,,IV,,,,,,
KIA,Carens,"2.0 (16"" wheels)",A4,1998,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,200,1429,69.4,0.290,0.020,0.005,,,IV,,,,,,
