Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
ROVER GROUP LIMITED,400 Series,414 i/Si,M5,1396,Petrol,9.5,5.2,6.8,29.7,54.5,41.7,175,510,II,73.4,1.42,0.275,0,0,0
ROVER GROUP LIMITED,400 Series,416 i/Si/SLi,M5,1588,Petrol,9.9,5.4,7.1,28.5,52.1,39.9,178,533,II,73.4,0.803,0.264,0,0,0
ROVER GROUP LIMITED,400 Series,416 i/Si/SLi,A4,1590,Petrol,11.6,7.3,8.8,24.4,38.7,32.1,212,663,II,72,1.02,0.218,0,0,0
ROVER GROUP LIMITED,400 Series,420 i/Si/SLi/GSi,M5,1994,Petrol,13.1,6.0,8.6,21.6,46.8,32.7,210,651,II,72.7,1.109,0.292,0,0,0
ROVER GROUP LIMITED,400 Series,420 D/SD,M5,1994,Diesel,7.8,4.4,5.7,36.1,63.9,49.7,168,439,II,72.6,0.451,0.693,0,0,0.06
ROVER GROUP LIMITED,400 Series,420 SDi/SLDi/GSDi,M5,1994,Diesel,7.1,4.3,5.3,39.8,65.7,53.0,166,412,II,71.6,0.519,0.605,0,0,0.056
SAAB,9-3 Series 5 Door,2.2 TiD 115hp D223L,M5NE,2171,Diesel,8.9,4.6,6.2,31.7,61.4,45.6,164,479,II,74,0.23,0.4,0,0,0.053
SEAT,Arosa / S / Sport,1.0 50 bhp,M5,999,Petrol,7.4,4.6,5.6,38.2,61.4,50.4,134,422,II,72.5,0.169,0.074,0,0,0
SEAT,Arosa / S / Sport,1.4 60 bhp,A4,1390,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,180,564,II,73,0.071,0.042,0,0,0
SEAT,Arosa / S / Sport,1.4 16V 100 bhp,M5,1390,Petrol,9.3,5.1,6.6,30.4,55.4,42.8,158,497,II,73,0.042,0.085,0,0,0
SEAT,Ibiza 3/5 Door,1.4 60 bhp,M5,1390,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,504,II,70,0.434,0.194,0,0,0
SEAT,Ibiza 3/5 Door,Sport 1.6 100 bhp,M5,1595,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,594,II,74,0.79,0.155,0,0,0
SEAT,Ibiza 3/5 Door,1.8 20VT 156 bhp,M5,1781,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,186,588,II,73,0.077,0.04,0,0,0
SEAT,Ibiza 3/5 Door,1.9 SDI 68 bhp,M5,1896,Diesel,6.8,4.1,5.1,41.5,68.9,55.4,138,394,II,73,0.824,0.714,0,0,0.024
SEAT,Cordoba,1.6 75 bhp,M5,1598,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,175,550,II,73,0.554,0.115,0,0,0
SEAT,Cordoba,1.8 20VT 156 bhp,M5,1781,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,186,588,II,73,0.077,0.04,0,0,0
SEAT,Cordoba Vario,1.6 75 bhp,M5,1598,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,178,557,II,73,0.618,0.115,0,0,0
SEAT,Leon,S 1.4 16V 75 bhp,M5,1340,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,158,497,II,68,0.313,0.287,0,0,0
SEAT,Leon,S 1.6 100 bhp,M5,1595,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,187,580,II,71,1.111,0.172,0,0,0
SEAT,Leon,S 1.6 100 bhp,A4,1595,Petrol,11.6,6.8,8.6,24.4,41.5,32.8,206,649,II,74,0.722,0.214,0,0,0
SEAT,Leon,S 1.9 TDI 90 bhp,M5,1896,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,143,409,II,72,0.299,0.519,0,0,0.052
SEAT,Leon,SE 1.6 100 bhp,M5,1595,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,187,580,II,71,1.111,0.172,0,0,0
SEAT,Leon,SE 1.8 20V 125 bhp,M5,1781,Petrol,11.9,6.5,8.5,23.7,43.5,33.2,204,641,II,72,0.698,0.14,0,0,0
SEAT,Leon,SE 1.9 TDI 110 bhp,M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,402,II,71,0.29,0.584,0,0,0.053
SEAT,Leon,1.8 20VT 180 bhp,M6,1781,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,206,649,II,74,0.13,0.066,0,0,0
SEAT,Toledo,1.6 100 bhp,M5,1595,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,187,588,II,71,1.111,0.172,0,0,0
SEAT,Toledo,1.8 20V,M5,1781,Petrol,11.9,6.5,8.5,23.7,43.5,33.2,204,641,II,72,0.698,0.14,0,0,0
SEAT,Toledo,1.8 20V Auto,A4,1781,Petrol,13.4,6.9,9.3,21.1,40.9,30.4,223,700,II,70,0.666,0.187,0,0,0
SEAT,Toledo,1.9 TDI 110 bhp,M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,402,II,73,0.29,0.584,0,0,0.053
SEAT,Toledo,2.3 V5,M5,2324,Petrol,13.3,7.3,9.4,21.2,38.7,30.1,226,707,II,72,0.407,0.098,0,0,0
SEAT,Alhambra,1.8 20VT 150 bhp,M5,1781,Petrol,14.0,8.0,10.1,20.2,35.3,28.0,242,760,II,73,1.088,0.252,0,0,0
SEAT,Alhambra,2.0 115 bhp,M5,1984,Petrol,14.0,7.8,10.1,20.2,36.2,28.0,242,760,II,74,0.624,0.148,0,0,0
SEAT,Alhambra,2.0 115 bhp,A4,1984,Petrol,16.5,8.6,11.6,17.1,32.8,24.4,278,872,II,71,0.546,0.144,0,0,0
SEAT,Alhambra,1.9 TDI 90 bhp,M5,1896,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,178,510,II,73,0.444,0.865,0,0,0.073
SEAT,Alhambra,1.9 TDI 110 bhp,M5,1896,Diesel,8.6,5.3,6.5,32.8,53.3,43.5,176,502,II,75,0.349,0.66,0,0,0.077
SEAT,Alhambra,1.9 TDI 110 bhp,A4,1896,Diesel,10.4,6.4,7.8,27.2,44.1,36.2,211,603,II,71,0.139,0.753,0,0,0.084
SKODA,Fabia Hatch,Classic 1.0 50 bhp,M5,996,Petrol,8.9,5.5,6.7,31.7,51.4,42.2,161,504,II,70,0.368,0.217,0,0,0
SKODA,Fabia Hatch,Classic 1.4 68 bhp,M5,1397,Petrol,9.8,5.6,7.2,28.8,50.4,39.2,173,543,II,72,0.431,0.078,0,0,0
SKODA,Fabia Hatch,Comfort 1.4 68 bhp,M5,1397,Petrol,9.8,5.6,7.2,28.8,50.4,39.2,173,543,II,72,0.431,0.078,0,0,0
SKODA,Felicia Hatch,Popular 1.3,M5,1289,Petrol,8.8,5.0,6.4,32.0,56.3,44.1,160,482,II,72,0.856,0.196,0,0,0
SKODA,Felicia Hatch,Classic 1.3,M5,1289,Petrol,9.3,5.1,6.7,30.2,55.3,42.4,154,502,II,73,0.482,0.13,0,0,0
SKODA,Felicia Hatch,Classic D,M5,1896,Diesel,7.7,4.8,5.8,36.7,58.9,48.7,157,448,II,74,0.241,0.617,0,0,0.04
SKODA,Felicia Hatch,Classic 1.3,M5,1289,Petrol,9.3,5.1,6.7,30.2,55.3,42.4,160,502,II,73,0.482,0.13,0,0,0
SKODA,Felicia Hatch,Classic D,M5,1896,Diesel,7.7,4.8,5.8,36.7,58.9,48.7,157,448,II,73,0.241,0.617,0,0,0.04
SKODA,Fun,Fun 1.6 75 bhp,M5,1598,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,180,564,II,73,0.362,0.185,0,0,0
SKODA,Octavia Hatch,LXi 1.6 75 bhp,M5,1598,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,185,580,II,72,0.683,0.304,0,0,0
SKODA,Octavia Hatch,LX SDi 1.9 68 bhp,M5,1896,Diesel,7.1,4.4,5.3,39.8,64.2,53.3,143,409,II,74,0.502,0.595,0,0,0.053
SKODA,Octavia Hatch,GLXi 1.6 101 bhp,M5,1595,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,187,588,II,72,0.834,0.142,0,0,0
SKODA,Octavia Hatch,GLXi 1.6 101 bhp,A4,1595,Petrol,12.1,6.8,8.8,23.3,41.5,32.1,211,663,II,73,0.414,0.221,0,0,0
SKODA,Octavia Hatch,GLXi 2.0 115 bhp,A4,1984,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,221,693,II,73,0.475,0.096,0,0,0
SKODA,Octavia Hatch,GLX TDi 1.9 90 bhp,M5,1896,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,143,409,II,73,0.45,0.566,0,0,0.049
SKODA,Octavia Hatch,SLXi 2.0 115 bhp,A4,1984,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,221,693,II,73,0.475,0.096,0,0,0
SKODA,Octavia Hatch,SLX TDi 1.9 110 bhp,M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,402,II,71,0.293,0.492,0,0,0.056
SKODA,Octavia Hatch,SLXi 1.8 Turbo 150 bhp,M5,1781,Petrol,11.0,6.3,8.0,25.7,44.8,35.3,192,603,II,71,0.919,0.258,0,0,0
SKODA,Octavia Hatch,SLXi 1.8 Turbo 150 bhp,A4,1781,Petrol,13.2,6.8,9.2,21.4,41.5,30.7,221,693,II,71,0.694,0.253,0,0,0
SKODA,Octavia Estate,GLXi  1.6 101 bhp,M5,1595,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,603,II,72,0.834,0.142,0,0,0
SKODA,Octavia Estate,GLXi  1.6 101 bhp,A4,1595,Petrol,12.1,6.9,8.8,23.3,40.9,32.1,211,663,II,73,0.414,0.221,0,0,0
SKODA,Octavia Estate,GLXi 2.0 115 bhp,A4,1984,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,221,693,II,73,0.475,0.096,0,0,0
SKODA,Octavia Estate,GLX TDi 1.9 90 bhp,M5,1896,Diesel,6.8,4.5,5.3,41.5,62.8,53.3,143,409,II,73,0.45,0.566,0,0,0.049
SKODA,Octavia Estate,SLXi 2.0 115 bhp,A4,1984,Petrol,13.1,7.0,9.2,21.6,40.4,30.7,221,693,II,73,0.475,0.096,0,0,0
SKODA,Octavia Estate,SLX 1.9 Tdi 110 bhp,M5,1896,Diesel,6.9,4.6,5.4,40.9,61.4,52.3,146,417,II,71,0.293,0.492,0,0,0.056
SKODA,Octavia Estate,SLXi 1.8 Turbo 150 bhp,M5,1781,Petrol,11.1,6.5,8.2,25.4,43.5,34.4,192,618,II,71,0.919,0.258,0,0,0
SKODA,Octavia Estate,SLXi 1.8 Turbo 150 bhp,A4,1781,Petrol,13.3,7.0,9.3,21.2,40.4,30.4,223,700,II,71,0.694,0.253,0,0,0
SUBARU,Justy,1.3 GX AWD 3 & 5-door Hatchback,M5,1298,Petrol,8.6,6.0,6.9,32.8,47.1,40.9,165,520,II,71.3,0.41,0.144,0,0,0
SUBARU,Impreza,2.0 AWD 4 & 5-door,M5,1994,Petrol,12.1,7.2,9.0,23.3,39.2,31.4,214,678,II,72.5,0.43,0.13,0,0,0
SUBARU,Impreza,2.0 AWD 4 & 5-door,A4,1994,Petrol,12.8,7.3,9.3,22.1,38.7,30.4,220,700,II,72,0.55,0.1,0,0,0
SUBARU,Impreza,2000 AWD 4 & 5-door Turbo,M5,1994,Petrol,13.7,8.0,10.1,20.6,35.3,28.0,239,760,II,73,0.74,0.2,0,0,0
SUBARU,Impreza,P1 AWD 2-door Turbo,M5,1994,Petrol,14.7,9.1,11.2,19.2,31.0,25.2,265,844,II,72,0.98,0.23,0,0,0
SUBARU,Legacy,2.0 Classic Estate AWD,M5,1994,Petrol,12.2,7.8,9.4,23.2,36.2,30.1,225,707,II,71.4,0.57,0.16,0,0,0
SUBARU,Legacy,2.0 Classic Estate AWD,A4,1994,Petrol,13.0,8.1,9.9,21.7,34.9,28.5,236,747,II,70.6,0.54,0.23,0,0,0
SUBARU,Legacy,2.0 GL Saloon AWD,M5,1994,Petrol,12.1,7.2,9.0,23.3,39.2,31.4,215,678,II,73.1,0.448,0.118,0,0,0
SUBARU,Legacy,2.0 GL Saloon AWD,A4,1994,Petrol,12.6,7.6,9.4,22.4,37.2,30.1,225,707,II,71.9,0.637,0.14,0,0,0
SUBARU,Legacy,2.0 GL Estate AWD,M5,1994,Petrol,12.3,7.7,9.4,23.0,36.7,30.1,224,707,II,73.1,0.856,0.114,0,0,0
SUBARU,Legacy,2.0 GL Estate AWD,A4,1994,Petrol,12.7,7.8,9.6,22.2,36.2,29.4,229,724,II,71.9,0.647,0.126,0,0,0
SUBARU,Legacy,2.5 GX Saloon AWD,M5,2457,Petrol,12.7,7.3,9.3,22.2,38.7,30.4,222,700,II,74,0.38,0.079,0,0,0
SUBARU,Legacy,2.5 GX Saloon AWD,A4,2457,Petrol,13.0,7.6,9.6,21.7,37.2,29.4,228,724,II,71.9,0.84,0.1,0,0,0
SUBARU,Legacy,2.5 GX Estate AWD,M5,2457,Petrol,12.6,7.7,9.5,22.4,36.7,29.7,228,716,II,74,0.372,0.083,0,0,0
SUBARU,Legacy,2.5 GX Estate AWD,A4,2457,Petrol,13.1,7.9,9.8,21.6,35.8,28.8,234,739,II,71.9,0.731,0.109,0,0,0
SUBARU,Legacy,2.5 Outback Estate AWD,M5,2457,Petrol,12.7,7.7,9.5,22.2,36.7,29.7,227,716,II,74,0.919,0.107,0,0,0
SUBARU,Legacy,2.5 Outback Estate AWD,A4,2457,Petrol,12.8,8.0,9.8,22.1,35.3,28.8,234,739,II,71.9,0.679,0.121,0,0,0
SUBARU,Forester,2.0 AWD 5-door,M5,1994,Petrol,11.9,7.4,9.0,23.7,38.2,31.4,214,678,II,72.5,0.6,0.13,0,0,0
SUBARU,Forester,2.0 AWD 5-door,A4,1994,Petrol,12.2,7.5,9.2,23.2,37.7,30.7,218,693,II,71,0.59,0.12,0,0,0
SUBARU,Forester,2.0 AWD S-Turbo 5-door,M5,1994,Petrol,12.8,8.2,9.9,22.1,34.4,28.5,235,747,II,72,0.9,0.25,0,0,0
SUBARU,Forester,2.0 AWD S-Turbo 5-door,A4,1994,Petrol,14.0,8.5,10.5,20.2,33.2,26.9,249,791,II,70,0.66,0.28,0,0,0
SUZUKI,Alto,1.0 GL,5MT,993,Petrol,7.3,4.8,5.7,38.7,58.9,49.6,134,429,II,72.1,0.84,0.254,0,0,0
SUZUKI,Alto,1.0 GL(A),3AT,993,Petrol,9.0,6.1,7.2,31.4,46.3,39.2,171,543,II,73,0.776,0.199,0,0,0
SUZUKI,Swift,"1.0 GL, GLS",5MT,993,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,130,414,II,71.2,0.266,0.1,0,0,0
SUZUKI,Swift,"1.0 GLS(A), GLX(A)",3AT,993,Petrol,8.7,6.2,7.1,32.5,45.6,39.8,169,535,II,71.3,0.467,0.143,0,0,0
SUZUKI,Swift,1.3 GLX,5MT,1298,Petrol,7.8,4.8,5.9,36.2,58.9,47.9,139,444,II,70.4,0.2136,0.0876,0,0,0
SUZUKI,Swift,1.3 GLX(A),3AT,1298,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,176,557,II,70.1,0.38,0.1,0,0,0
SUZUKI,Baleno,1.6 GS Hatch,5MT,1590,Petrol,9.4,6.1,7.3,30.1,46.3,38.7,174,550,II,71.8,0.235,0.094,0,0,0
SUZUKI,Baleno,1.6  GLX Saloon,5MT,1590,Petrol,9.4,6.1,7.3,30.1,46.3,38.7,174,550,II,72.1,0.235,0.094,0,0,0
SUZUKI,Baleno,1.6 GS(A) Hatch,4AT,1590,Petrol,11.0,7.0,8.5,25.7,40.4,33.2,202,641,II,71.3,0.48,0.204,0,0,0
SUZUKI,Baleno,1.6 GLX(A) Saloon,4AT,1590,Petrol,11.1,7.3,8.7,25.4,38.7,32.5,207,655,II,71.5,0.515,0.22,0,0,0
SUZUKI,Baleno,1.8 GLX Estate,5MT,1839,Petrol,10.0,6.4,7.7,28.2,44.1,36.7,184,580,II,71.2,0.714,0.206,0,0,0
SUZUKI,Baleno,1.8 GLX(A) Estate,4AT,1839,Petrol,12.6,7.2,9.2,22.4,39.2,30.7,219,693,II,72,0.397,0.174,0,0,0
SUZUKI,Jimny,Jimny 1.3 JLX,5MTx2,1298,Petrol,10.2,7.1,8.2,27.7,39.8,34.4,190,618,II,73,0.732,0.161,0,0,0
SUZUKI,Jimny,Jimny 1.3 JLX(A),4ATx2,1298,Petrol,10.2,7.2,8.3,27.7,39.2,34.0,195,626,II,71.4,0.882,0.22,0,0,0
SUZUKI,Vitara,Soft-Top/Estate,5MTx2,1590,Petrol,10.8,7.5,8.7,26.2,37.7,32.5,207,655,II,72.6,1.19,0.19,0,0,0
SUZUKI,Grand Vitara,GV2000 soft top,5MTx2,1995,Petrol,11.9,8.0,9.4,23.7,35.3,30.1,227,707,II,72.4,0.48,0.114,0,0,0
SUZUKI,Grand Vitara,GV2000 (A) soft top,4ATx2,1995,Petrol,12.4,8.3,9.8,22.8,34.0,28.8,236,739,II,71.6,0.462,0.234,0,0,0
SUZUKI,Grand Vitara,GV 2000 Estate,5MTx2,1995,Petrol,11.9,8.0,9.4,23.7,35.3,30.1,227,707,II,72.4,0.48,0.114,0,0,0
SUZUKI,Grand Vitara,GV 2000 (A) Estate,4ATx2,1995,Petrol,12.4,8.3,9.8,22.8,34.0,28.8,236,739,II,71.6,0.462,0.234,0,0,0
SUZUKI,Grand Vitara,2.0 TD Estate,5MTx2,1998,Diesel,9.4,6.9,7.8,30.1,40.9,36.2,224,603,II,70.9,0.163,0.555,0,0,0.067
SUZUKI,Grand Vitara,2.0 TD Estate,4ATx2,1998,Diesel,10.5,7.4,8.6,26.9,38.2,32.8,244,665,II,70.2,0.077,0.55,0,0,0.066
SUZUKI,Grand Vitara,2.5 V6 Estate,5MTx2,2493,Petrol,13.1,9.1,10.6,21.6,31.0,26.6,256,800,II,71.7,0.061,0.028,0,0,0
SUZUKI,Grand Vitara,2.5 V6 Estate,4ATx2,2493,Petrol,14.2,9.9,11.5,19.9,28.5,24.6,278,865,II,73.5,0.098,0.046,0,0,0
TATA,Safari,2.0 L 4 x 4,M5,1948,Diesel,11.4,8.1,9.3,24.8,34.9,30.4,244,718,II,74,1.01,1.116,0,0,0.06
TOYOTA,Camry,2.2 Saloon Manual,M5,2164,Petrol,12.2,6.9,8.8,23.2,40.9,32.1,214,663,II,72,1.04,0.29,0,0,0
TOYOTA,Camry,2.2 Saloon Auto,A4,2164,Petrol,13.5,7.4,9.6,20.9,38.2,29.4,232,724,II,70,0.65,0.19,0,0,0
TOYOTA,Picnic,2.2 TD Manual,M5,2184,Diesel,10.3,6.5,7.8,27.4,43.5,36.2,206,603,II,72,0.44,0.54,0,0,0.06
TOYOTA,Landcruiser,3.0 TD Manual,M5x2,2982,Diesel,13.2,9.4,10.8,21.4,30.1,26.2,287,833,II,72,0.65,0.94,0,0,0.1
TOYOTA,Landcruiser,3.0 TD Auto,A4x2,2982,Diesel,14.3,10.3,11.8,19.8,27.4,23.9,312,913,II,73,0.47,0.98,0,0,0.11
TOYOTA,Landcruiser,3.4 Auto,A4x2,3378,Petrol,18.6,11.4,14.1,15.2,24.8,20.0,341,1064,II,72,1.27,0.29,0,0,0
TOYOTA,Landcruiser,4.2 TD Manual,M5x2,4164,Diesel,14.0,9.4,11.1,20.2,30.1,25.4,292,859,II,75,0.7,0.96,0,0,0.11
TOYOTA,Landcruiser,4.2 TD Auto,A4x2,4164,Diesel,15.8,10.8,12.6,17.9,26.2,22.4,340,974,II,72,0.17,0.97,0,0,0.14
TOYOTA,Landcruiser,4.7 Auto,A4x2,4664,Petrol,22.4,13.3,16.6,12.6,21.2,17.0,405,1251,II,71,0.36,0.15,0,0,0
VAUXHALL,"Frontera, Model Year 2000",2.2i 16v Sport/RS,M5,2198,Petrol,14.8,9.0,11.1,19.1,31.4,25.4,265,838,II,75,1.07,0.186,0,0,0
VAUXHALL,"Frontera, Model Year 2000",2.2 DTi 16v Sport/RS,M5,2198,Diesel,11.5,7.7,9.1,24.6,36.7,31.0,244,704,II,75,0.387,0.63,0,0,0.054
VAUXHALL,"Frontera, Model Year 2000",2.2i DTi 16v Sport/RS,A4,2171,Diesel,12.6,8.2,9.8,22.4,34.4,28.8,263,758,II,75,0.236,0.693,0,0,0.082
VAUXHALL,"Frontera, Model Year 2000",2.2i 16v Estate,M5,2171,Petrol,14.8,9.0,11.1,19.1,31.4,25.4,265,838,II,75,1.07,0.186,0,0,0
VAUXHALL,"Frontera, Model Year 2000",2.2 DTi Estate,M5,2171,Diesel,11.6,7.8,9.2,24.4,36.2,30.7,247,711,II,75,0.236,0.63,0,0,0.054
VAUXHALL,"Frontera, Model Year 2000",2.2 DTi 16v Estate,A4,3165,Diesel,12.6,8.2,9.8,22.4,34.4,28.8,263,758,II,74,0.236,0.693,0,0,0.082
VAUXHALL,"Frontera, Model Year 2000",3.2 V6 Estate,A4,3165,Petrol,18.9,10.6,13.6,14.9,26.6,20.8,326,1023,II,74,0.135,0.186,0,0,0
VAUXHALL,"Frontera, Model Year 2000",3.2i V6 24v Estate,M5,3165,Petrol,17.0,10.1,12.6,16.6,28.0,22.4,303,950,II,74,0.517,0.119,0,0,0
VAUXHALL,"Tigra, Model Year 2000",1.4i 16v,M5,1389,Petrol,10.5,5.5,7.3,26.9,51.4,38.7,173,550,II,73,0.214,0.092,0,0,0
VAUXHALL,"Tigra, Model Year 2000",1.4i 16v,A4,1389,Petrol,11.4,6.4,8.2,24.8,44.1,34.4,195,618,II,73,0.119,0.169,0,0,0
VAUXHALL,"Tigra, Model Year 2000",1.6i 16v,M5,1598,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,183,580,II,74,0.208,0.084,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i Hatch/Saloon,M5,1598,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,173,543,II,73,0.334,0.178,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i Hatch,A4,1598,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,594,II,71,0.232,0.038,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i Hatch/Saloon,A4,1598,Petrol,11.0,6.3,8.0,27.5,44.8,35.3,192,603,II,71,0.232,0.038,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i Estate,M5,1598,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,180,564,II,73,0.334,0.178,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i Estate,A4,1598,Petrol,11.1,6.5,8.2,25.4,43.5,34.4,197,618,II,71,0.232,0.038,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.4i 16v Hatch,M5,1398,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,171,535,II,74,0.332,0.145,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.4i 16v Estate,M5,1398,Petrol,9.8,6.0,7.4,28.8,47.1,38.2,178,557,II,74,0.332,0.145,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.4i 16v,M5,1398,LPG,13.2,7.8,9.8,21.3,36.1,28.7,150,,II,74,0.109,0.077,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i 16v Hatch/Saloon,M5,1598,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,178,557,II,73,0.084,0.156,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i 16v Hatch/Saloon,A4,1598,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,197,618,II,73,0.196,0.115,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i 16v Estate,M5,1598,Petrol,10.2,6.2,7.7,27.7,45.6,36.7,185,580,II,73,0.084,0.156,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6i 16v Estate,A4,1598,Petrol,11.6,6.5,8.4,24.4,43.5,33.6,202,633,II,73,0.196,0.115,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6 16v,M5,1598,LPG,13.2,7.8,9.8,21.3,36.1,28.7,150,,II,73,0.036,0.086,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.6 16v,A4,1598,LPG,16.9,8.8,11.7,16.6,32.0,24.0,179,,II,73,0.173,0.088,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.8i 16v Hatch/Saloon,M5,1796,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,185,588,II,73,0.418,0.085,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.8i 16v Hatch/Saloon,A4,1796,Petrol,11.8,6.3,8.3,23.9,44.8,34.0,197,626,II,71,0.247,0.06,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.8i 16v Estate,M5,1796,Petrol,11.0,6.2,8.0,25.7,45.6,35.3,190,603,II,73,0.418,0.085,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.8i 16v Estate,A4,1796,Petrol,11.9,6.5,8.5,23.7,43.5,33.2,202,641,II,71,0.247,0.06,0,0,0
VAUXHALL,"New Astra, Model Year 2000",2.0i 16v Hatch,M5,1998,Petrol,11.7,6.3,8.3,24.1,44.8,34.0,204,626,II,72,0.118,0.088,0,0,0
VAUXHALL,"New Astra, Model Year 2000",1.7 TD Hatch/Saloon,M5,1700,Diesel,7.9,5.1,6.1,35.8,55.4,46.3,163,471,II,73,0.337,0.505,0,0,0.039
VAUXHALL,"New Astra, Model Year 2000",1.7 TD Estate,M5,1700,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,487,II,73,0.337,0.505,0,0,0.039
VAUXHALL,"New Astra, Model Year 2000",2.0 Di 16v Hatch/Saloon,M5,1995,Diesel,7.7,4.6,5.7,36.7,61.4,49.6,155,440,II,72,0.199,0.521,0,0,0.067
VAUXHALL,"New Astra, Model Year 2000",2.0 Di 16v Hatch,A4,1995,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,180,517,II,71,0.086,0.585,0,0,0.071
VAUXHALL,"New Astra, Model Year 2000",2.0 Di 16v Estate,M5,1995,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,161,463,II,72,0.199,0.521,0,0,0.067
VAUXHALL,"New Astra, Model Year 2000",2.0 Di 16v Estate,A4,1995,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,185,534,II,71,0.086,0.585,0,0,0.071
VAUXHALL,"Corsa, Model Year 2000",1.0 12v Envoy 3 Door,M5,973,Petrol,7.5,4.7,5.7,37.7,60.1,49.2,137,432,II,71,0.127,0.056,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.0 12v Envoy 5 Door/Club GLS,M5,973,Petrol,7.6,4.8,5.8,37.2,58.9,48.7,139,437,II,71,0.127,0.056,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.2i 16v,M5,1199,Petrol,8.3,5.1,6.3,34.0,55.4,44.8,151,475,II,73,0.242,0.064,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.2i 16v,A4,1199,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,564,II,71,0.217,0.054,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.4i 16v,M5,1389,Petrol,10.7,5.7,7.5,26.4,49.6,37.7,179,564,II,71,0.107,0.096,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.4i 16v,A4,1389,Petrol,11.3,6.3,8.1,25.0,44.8,34.9,193,610,II,73,0.154,0.142,0,0,0
VAUXHALL,"Corsa, Model Year 2000",1.5 TD,M5,1488,Diesel,7.0,4.5,5.4,40.4,62.8,52.3,143,417,II,73,0.255,0.588,0,0,0.061
